Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
6516	-644.6832	-752.7683	108.085	0.0240632	0.0177031	0.00772752	0.0116544	0.0230794	0.0351434	0.00583243	0.00155617	0.012504	0.00886774	0.0183579	4.42804e-05	0.031225	0.0409622	0.00410533	0.00346069	0.00419992	0.000630941	0.0109048	0.0153112	0.00774575	0.000411266	0.00148308	0.000849607	0.000217685	0.000513094	0.00738752	0.0033058	0.00662319	0.000598763	0.0168082	0.0146771	0.008983	0.0108436	0.001166	0.00731481	0.0269777	0.0362751	0.0561522	0.0249275	0.0106437	0.0349403	0.0187364	0.00623528	0.00136739	0.0192568	0.0386358	0.00772112	0.0104323	0.0107286	0.0108358	0.0238067	0.001844	0.0099729	0.0146509	0.00590347	0.000530539	0.00490242	0.0473334	0.0239505	0.0528987	0.00163834	0.00198584	0.0255356	0.000121478	0.010246	0.036089	0.0025698	0.0120069	0.9230342	1.076966	0.092324	0.312883	0.695934	1.43692	3.19609	10.8314	1.722676	1.166767	0.0251677	0.0185157	0.00808221	0.0121894	0.0241387	0.0367565	0.00610013	0.0016276	0.013078	0.00927477	0.0192005	4.63128e-05	0.0326583	0.0428423	0.00429376	0.00361954	0.00439269	0.000659901	0.0114053	0.0160139	0.00810127	0.000430143	0.00155115	0.000888603	0.000227676	0.000536645	0.0077266	0.00345754	0.0069272	0.000626246	0.0175796	0.0153508	0.00939531	0.0113413	0.00121952	0.00765056	0.028216	0.0379401	0.0587296	0.0260717	0.0111323	0.036544	0.0195964	0.00652148	0.00143016	0.0201407	0.0404091	0.00807552	0.0109111	0.0112211	0.0113332	0.0248994	0.00192864	0.0104307	0.0153233	0.00617444	0.00055489	0.00512744	0.049506	0.0250498	0.0553267	0.00171354	0.00207699	0.0267077	0.000127054	0.0107163	0.0377455	0.00268776	0.012558	0.450533	0.549467	0.4505331	0.9561146
6552	-637.7191	-745.5995	107.8805	0.0165676	0.0107453	0.00166269	0.00258256	0.0183494	0.0249128	0.00187947	0.00389551	0.0156537	0.00891173	0.0075203	0.000774154	0.0307676	0.0296862	0.000347018	0.00157373	0.00472083	0.00358639	0.00406113	0.00922181	0.00593629	0.000587102	0.000941482	0.00306126	0.000804735	0.00228829	0.00313556	0.0175437	0.0135559	0.000955692	0.00949506	0.00658454	0.000448569	0.00166628	0.000653319	0.000494026	0.0186168	0.0184782	0.0183208	0.00647817	0.0142717	0.00481793	0.00638227	0.00708744	0.0164909	0.0121035	0.000491125	0.0166772	0.0236299	0.00204939	0.00219688	0.00614168	0.00466721	0.00662206	0.0107736	0.00277236	0.00867719	0.0113178	0.0138774	7.0026e-05	0.00508612	0.00160781	0.00074255	0.00318138	0.000681656	0.00702008	0.000670907	0.0344277	0.00385984	0.9870509	1.012949	0.0406041	0.209602	0.614169	1.62822	4.77094	24.6281	2.31663	1.026238	0.0298053	0.0193308	0.0029912	0.00464606	0.0330108	0.0448184	0.00338119	0.00700805	0.0281612	0.0160323	0.0135291	0.00139271	0.0553512	0.0534058	0.000624289	0.00283115	0.00849281	0.00645196	0.007306	0.0165901	0.0106794	0.0010562	0.00169373	0.00550723	0.00144773	0.00411665	0.0056409	0.0315612	0.0243872	0.0017193	0.0170817	0.0118457	0.00080698	0.00299766	0.00117533	0.000888758	0.0334919	0.0332425	0.0329593	0.0116543	0.025675	0.0086675	0.0114818	0.0127504	0.0296673	0.0217742	0.000883539	0.0300025	0.0425103	0.00368687	0.00395221	0.0110489	0.00839635	0.0119131	0.0193818	0.00498749	0.0156103	0.0203609	0.0249656	0.000125977	0.00914998	0.00289247	0.00133585	0.00572334	0.00122631	0.0126292	0.00120697	0.0619357	0.0069439	0.405544	0.594456	0.405544	0.5558615
6588	-654.6155	-762.7924	108.1769	0.000368323	0.0249824	0.0205251	0.00797354	0.015338	0.00850206	0.00343866	0.00581908	0.0148337	0.00285874	0.0322157	0.00574624	0.01978	0.0347781	0.00176782	0.00172026	0.00147109	0.00408957	0.000332307	0.00936283	0.0120494	0.000188568	0.000615516	0.00802562	9.32945e-05	0.00231178	0.00212751	0.00829986	0.0165374	0.00985883	0.00817228	0.00428236	0.000561456	0.00558482	0.00379946	1.02429e-05	0.0132913	0.00974118	0.00404056	0.0280789	0.0206316	0.0109022	0.00937925	0.0150337	0.00290491	0.00125063	0.000311573	0.00794265	0.0451092	0.00977754	0.0206981	0.00228559	0.000708763	0.0156923	0.0163352	0.00322161	0.000628738	0.00770589	0.0066617	0.00112248	0.00715466	0.0033213	0.00307873	0.00178254	0.00110302	0.0111282	0.0003455	0.0455598	0.0201799	1.060358	0.9396424	0.0521656	0.236845	0.638035	1.56731	4.22216	19.1697	2.135463	0.8861562	0.000570574	0.0387005	0.0317957	0.0123519	0.0237603	0.0131706	0.00532687	0.00901441	0.022979	0.0044285	0.0499057	0.00890157	0.0306414	0.0538752	0.00273855	0.00266488	0.00227889	0.00633521	0.000514781	0.0145041	0.0186659	0.000292113	0.000953504	0.0124326	0.000144524	0.00358121	0.00329575	0.0128574	0.0256184	0.0152724	0.0126598	0.00663386	0.000869759	0.00865152	0.00588579	1.58674e-05	0.0205897	0.0150902	0.00625929	0.0434973	0.0319607	0.0168887	0.0145295	0.0232889	0.00450003	0.00193736	0.000482662	0.0123041	0.0698793	0.0151465	0.0320636	0.00354063	0.00109795	0.0243091	0.025305	0.00499063	0.000973986	0.0119373	0.0103197	0.00173884	0.0110834	0.00514507	0.0047693	0.00276135	0.00170871	0.0172388	0.000535219	0.0705772	0.0312609	0.319604	0.680396	0.3196037	0.6455308
6624	-637.6626	-745.6628	108.0002	0.00100469	0.0382205	0.00202528	0.0133745	0.0348862	0.0259272	0.000720763	0.0179983	0.000445666	0.00186303	0.0120233	0.00392855	0.0475303	0.0552227	0.00568177	0.00794853	0.000400263	0.0141176	0.00690696	0.0115715	0.0138539	0.00294759	0.00142238	0.00321261	0.000564566	0.00708754	0.00297961	0.0192326	0.00750036	0.00654221	0.0104116	0.0133424	0.00552857	0.00844101	0.00893457	0.00017297	0.0234447	0.0375954	0.0428266	0.0395378	0.0122258	0.0893794	0.0416887	0.0147353	0.0192844	0.0291191	0.0292489	0.0335569	0.0448155	0.00359167	0.00153498	0.019357	0.010945	0.00235912	0.0122202	0.0192995	0.00287211	0.0132073	0.0350481	0.0092754	0.0120236	0.0276524	0.00305882	0.00402754	0.0073973	0.00154422	0.0102296	0.00630818	0.00320205	0.9306693	1.069331	0.0951095	0.317451	0.699089	1.43043	3.15009	10.5142	1.701184	1.148991	0.000933222	0.0355016	0.00188121	0.012423	0.0324045	0.0240828	0.000669491	0.016718	0.000413963	0.0017305	0.011168	0.00364909	0.0441492	0.0512943	0.00527759	0.0073831	0.00037179	0.0131133	0.00641562	0.0107484	0.0128684	0.00273791	0.0013212	0.00298407	0.000524405	0.00658336	0.00276765	0.0178644	0.00696681	0.00607682	0.00967098	0.0123932	0.00513528	0.00784054	0.00829899	0.000160665	0.0217769	0.034921	0.03978	0.0367252	0.0113561	0.0830213	0.0387231	0.0136871	0.0179126	0.0270477	0.0271682	0.0311698	0.0416275	0.00333617	0.00142579	0.01798	0.0101664	0.0021913	0.0113509	0.0179266	0.0026678	0.0122678	0.0325549	0.00861558	0.0111683	0.0256853	0.00284123	0.00374104	0.00687108	0.00143437	0.00950188	0.00585944	0.00297427	0.288008	0.711992	0.2880079	1.076585
6660	-643.8398	-752.0605	108.2207	0.00218076	0.0154141	0.000547233	0.000757573	0.0107045	0.00779146	0.00773277	0.000368682	0.0161788	0.00720406	0.00797538	0.00754136	0.0207589	0.0239897	0.00443622	0.00539719	0.000771658	0.00189124	0.00211537	0.00296036	0.0278977	0.000565121	0.00171	0.0179653	0.000400291	0.001385	0.00177066	0.00651385	0.00284385	0.00105352	0.00468733	0.0034585	0.00127571	0.00454453	0.000931786	0.00109334	0.0129433	0.00983069	0.0207607	0.040858	0.00600303	0.0523713	0.00314724	0.0108439	0.00474126	0.0263669	0.0239093	0.0184592	0.00136311	0.00036949	0.000652993	0.00129272	0.00586341	0.00500733	0.00374994	0.020479	0.000249816	0.00825964	0.0291859	0.0011701	0.0110109	0.0204763	0.000183162	0.0178584	0.00116798	0.000336197	0.0392163	0.000775013	0.000234679	1.067814	0.932186	0.0536443	0.240096	0.640754	1.56066	4.165	18.6413	2.115251	0.8729853	0.00349509	0.024704	0.000877045	0.00121415	0.017156	0.0124873	0.0123932	0.000590883	0.0259295	0.0115459	0.0127821	0.0120865	0.0332701	0.038448	0.00710989	0.00865003	0.00123673	0.00303107	0.00339028	0.00474454	0.0447114	0.000905713	0.0027406	0.0287928	0.000641543	0.00221973	0.00283782	0.0104397	0.00455781	0.00168846	0.00751233	0.0055429	0.00204457	0.00728347	0.00149336	0.00175229	0.0207441	0.0157556	0.033273	0.0654827	0.00962099	0.083935	0.00504405	0.0173794	0.00759877	0.0422579	0.0383191	0.0295844	0.00218464	0.000592178	0.00104655	0.00207182	0.00939723	0.00802519	0.00600999	0.0328215	0.000400378	0.0132376	0.046776	0.0018753	0.017647	0.0328172	0.000293553	0.0286215	0.0018719	0.00053882	0.0628515	0.00124211	0.000376117	0.336563	0.663437	0.3365627	0.623951
6696	-648.1073	-756.3423	108.235	2.58056e-05	0.020581	0.00869576	0.00209793	0.0145916	0.0135438	0.00376906	0.00150521	0.0163158	0.013592	0.0114537	0.00447717	0.0374174	0.0339941	0.00251696	0.00122555	0.00154221	0.000859282	0.00272815	0.0181094	0.0200289	0.00357864	0.00141741	0.00262857	0.00040242	0.000420947	0.0050389	0.0351385	0.0110634	0.0146005	0.0154931	0.0167616	0.00818094	0.00476574	0.00183236	0.000658547	0.0068747	0.00324402	0.00327608	0.00584988	0.00500431	0.0247781	0.0105493	0.00679058	0.0149201	0.000942151	0.00595402	0.00111355	0.0191679	0.0267219	0.0197043	0.00438887	0.00461287	0.0214833	0.00782298	0.0193202	0.0195013	0.0328505	0.000879791	0.00424928	0.00914641	0.00339136	0.00674997	0.00227444	0.00817758	0.0013196	0.021384	0.0654043	0.0223397	1.013852	0.9861482	0.0703354	0.274008	0.667717	1.49764	3.64952	14.2176	1.919372	0.9726749	3.38995e-05	0.0270361	0.0114232	0.00275594	0.0191683	0.0177918	0.00495121	0.00197732	0.0214332	0.0178551	0.0150461	0.00588142	0.0491532	0.0446562	0.0033064	0.00160993	0.00202592	0.00112879	0.00358383	0.0237893	0.0263109	0.00470107	0.00186198	0.00345301	0.000528637	0.000552976	0.00661934	0.0461595	0.0145334	0.01918	0.0203524	0.0220188	0.0107469	0.0062605	0.00240707	0.000865098	0.00903092	0.0042615	0.00430362	0.00768467	0.00657389	0.0325497	0.0138581	0.00892042	0.0195997	0.00123765	0.00782148	0.00146281	0.0251798	0.0351031	0.0258844	0.00576543	0.00605968	0.0282215	0.0102766	0.0253799	0.0256178	0.043154	0.00115573	0.00558205	0.0120152	0.00445505	0.00886708	0.00298782	0.0107425	0.00173349	0.028091	0.0859182	0.0293465	0.295686	0.704314	0.2956857	0.7612397
6732	-650.4109	-758.1422	107.7313	0.021779	0.0152872	0.00668693	0.0334048	0.0134632	0.0369045	0.0103811	0.00383823	0.0130727	0.0184133	0.00157314	0.00283033	0.0633986	0.0622856	0.00615559	0.00388718	0.00136243	0.000128381	0.00376284	0.0120152	0.0134014	0.00333507	0.000594809	0.00976443	0.00191293	0.00773851	0.00477765	0.00956596	0.0102225	0.00755785	0.0082739	0.0147368	0.0101272	0.00925483	0.00430414	0.000297495	0.0202242	0.0269855	0.0116386	0.00753542	0.0269441	0.00341523	0.0145359	0.00287035	0.0520714	0.0219322	0.00203152	0.0114309	0.0123553	0.0764253	0.00413514	0.0231273	0.0141651	0.0182177	0.00826618	0.0122224	0.0333404	0.0213555	0.0281594	0.00100856	0.00120417	0.00258689	0.0269078	0.0147634	0.00998086	0.0113751	0.0398863	0.0251443	0.0109928	0.8484258	1.151574	0.0797093	0.291248	0.68055	1.4694	3.4335	12.5456	1.828908	1.357307	0.0208665	0.0146467	0.00640676	0.0320052	0.0128991	0.0353583	0.00994617	0.00367741	0.012525	0.0176418	0.00150723	0.00271174	0.0607423	0.0596759	0.00589768	0.00372431	0.00130534	0.000123002	0.00360518	0.0115118	0.0128399	0.00319533	0.000569887	0.00935531	0.00183278	0.00741428	0.00457747	0.00916516	0.00979421	0.00724119	0.00792723	0.0141193	0.00970286	0.00886706	0.00412381	0.00028503	0.0193768	0.0258549	0.0111509	0.0072197	0.0258152	0.00327213	0.0139269	0.00275009	0.0498897	0.0210132	0.0019464	0.010952	0.0118377	0.0732231	0.00396188	0.0221583	0.0135716	0.0174544	0.00791983	0.0117103	0.0319435	0.0204608	0.0269795	0.000966299	0.00115371	0.0024785	0.0257804	0.0141448	0.00956267	0.0108985	0.0382151	0.0240908	0.0105322	0.369871	0.630129	0.3698705	1.043731
6768	-643.4011	-750.8056	107.4045	0.0188989	0.030409	0.0128383	0.0195198	0.0193379	0.0289556	0.00998791	0.00271526	0.00914402	0.0248282	0.0128544	0.00742966	0.079849	0.016072	0.00190641	0.00139453	0.00772097	0.00288719	0.00169942	0.00452744	0.0179604	0.00178341	0.00408766	0.00352984	0.00713616	0.0103694	0.00457609	0.0156184	0.0118664	0.0116809	0.00416206	0.0123834	0.0021222	0.0101724	0.0108763	0.000611966	0.0183418	0.0363466	0.00152646	0.00879442	0.00682198	0.00240251	0.00212732	0.0194034	0.0240574	0.0230002	0.000601127	0.0315912	0.0188625	0.0591994	0.014187	0.00493889	0.00563083	0.0328211	0.019596	0.00892671	0.019272	0.0209668	0.00269388	0.00563441	0.000319351	0.00880068	0.0371216	0.0079395	0.021712	0.000937671	0.0190088	0.0437153	0.00872556	0.6142061	1.385794	0.103097	0.330186	0.70772	1.41299	3.0286	9.69957	1.642871	2.256236	0.0193253	0.0310951	0.013128	0.0199602	0.0197741	0.0296089	0.0102132	0.00277651	0.00935031	0.0253883	0.0131444	0.00759727	0.0816504	0.0164346	0.00194942	0.00142599	0.00789516	0.00295233	0.00173776	0.00462958	0.0183656	0.00182364	0.00417988	0.00360948	0.00729715	0.0106034	0.00467933	0.0159708	0.0121341	0.0119445	0.00425596	0.0126628	0.00217008	0.0104019	0.0111216	0.000625772	0.0187556	0.0371665	0.0015609	0.00899282	0.00697589	0.00245672	0.00217531	0.0198412	0.0246002	0.0235191	0.000614688	0.0323039	0.019288	0.0605349	0.0145071	0.00505032	0.00575787	0.0335615	0.0200381	0.0091281	0.0197067	0.0214399	0.00275465	0.00576153	0.000326556	0.00899922	0.0379591	0.00811861	0.0222018	0.000958826	0.0194377	0.0447015	0.00892241	0.356698	0.643302	0.3566983	0.9779375
6804	-651.2038	-759.278	108.0741	0.0202093	0.0042108	0.00801423	0.00451282	0.0204305	0.00883448	0.0253954	0.00355829	0.0155967	0.0214688	0.0112139	0.00100865	0.0582635	0.0262146	0.00201422	0.00101931	0.016146	0.00114034	0.00269777	0.00477732	0.0150251	0.00618214	0.00604966	0.000950558	0.00293239	0.0270373	0.00184512	0.0159593	0.010297	0.00153445	0.0160944	0.0077845	0.00344569	0.0237686	0.00548476	0.00510445	0.00553065	0.0258893	0.0417854	0.028025	0.00459624	0.0988294	0.0111138	0.0345311	0.0032787	0.0404973	0.0236338	0.0164055	0.0107133	0.0111482	0.00887954	0.0111286	0.00582386	0.00945542	0.0158117	0.0158363	0.00429099	0.000742383	0.0311919	0.00969601	0.0447371	0.0152733	0.00312602	0.0137066	0.0129159	0.0011719	0.00568985	0.00265415	0.00816205	0.9623261	1.037674	0.0842133	0.299161	0.686265	1.45716	3.34268	11.8746	1.789164	1.078298	0.0205693	0.00428583	0.00815703	0.00459323	0.0207945	0.00899189	0.0258479	0.0036217	0.0158746	0.0218513	0.0114137	0.00102662	0.0593017	0.0266817	0.00205011	0.00103747	0.0164337	0.00116066	0.00274584	0.00486244	0.0152928	0.0062923	0.00615745	0.000967495	0.00298464	0.0275191	0.001878	0.0162437	0.0104805	0.00156179	0.0163812	0.0079232	0.00350709	0.0241921	0.00558249	0.00519541	0.0056292	0.0263506	0.0425299	0.0285244	0.00467814	0.10059	0.0113119	0.0351464	0.00333712	0.0412189	0.0240549	0.0166978	0.0109042	0.0113468	0.00903776	0.0113269	0.00592763	0.0096239	0.0160935	0.0161184	0.00436744	0.000755611	0.0317477	0.00986878	0.0455343	0.0155455	0.00318172	0.0139508	0.013146	0.00119278	0.00579123	0.00270144	0.00830748	0.437213	0.562787	0.4372126	0.9824938
6840	-642.0442	-750.0406	107.9964	0.021872	0.00982737	0.0235295	0.0108959	0.0114254	0.0351506	0.0035593	0.00281443	0.00150914	0.020188	0.0119905	0.0072664	0.0301358	0.047347	0.00174463	0.00926819	0.0158836	0.0036942	0.00150524	0.00665562	0.015996	0.00406404	0.00200335	0.00725606	0.00178765	0.00185712	0.00366347	0.0164216	0.0013783	0.0077057	0.0109821	0.00761169	0.00249515	0.0167348	0.0119982	0.00548746	0.0211447	0.0342604	0.000913522	0.00230118	0.00850419	0.0474226	0.00108084	0.00377299	0.0440037	0.0347949	0.00467746	0.00535589	0.0129789	0.0452733	0.00250094	0.0141604	0.0012112	0.0279994	0.00484551	0.00118248	0.0229285	0.00286847	0.0181887	0.0325001	0.00524833	0.00284012	0.0344515	0.00210443	0.00448572	0.0140293	0.00960528	0.00737499	0.00699819	0.8455037	1.154496	0.0929376	0.313895	0.696636	1.43547	3.18578	10.7599	1.717887	1.365454	0.0249762	0.0112221	0.0268689	0.0124423	0.013047	0.0401394	0.00406446	0.00321387	0.00172332	0.0230532	0.0136922	0.00829769	0.0344128	0.0540668	0.00199223	0.0105836	0.0181379	0.0042185	0.00171887	0.00760023	0.0182662	0.00464083	0.00228767	0.00828588	0.00204137	0.0021207	0.00418342	0.0187522	0.00157391	0.00879934	0.0125408	0.00869199	0.00284927	0.0191099	0.0137011	0.00626627	0.0241456	0.0391229	0.00104317	0.00262778	0.00971116	0.0541531	0.00123424	0.00430847	0.0502489	0.0397332	0.00534131	0.00611603	0.014821	0.0516987	0.00285589	0.0161701	0.0013831	0.0319732	0.00553321	0.0013503	0.0261827	0.00327558	0.0207702	0.0371127	0.0059932	0.00324321	0.039341	0.00240311	0.00512236	0.0160205	0.0109685	0.0084217	0.00799141	0.331606	0.668394	0.3316058	0.8757134
6876	-638.9342	-745.7269	106.7927	0.0394619	0.062876	0.00408629	0.0471099	0.0246796	0.0424456	0.00566032	0.0213086	0.0138746	0.0029309	0.0225685	0.00772312	0.11342	0.101423	0.00210122	0.00906051	0.0140623	0.000924663	0.0169592	0.0708059	0.0227488	0.015021	0.00339843	0.00979278	0.00415783	0.00629263	0.00986073	0.0444966	0.0334641	0.0159163	0.0053501	0.0229428	0.00536513	0.0133996	0.0124255	0.0204693	0.0507509	0.069815	0.110036	0.0913734	0.00874926	0.0927045	0.0801698	0.0370184	0.00151707	0.0621472	0.070164	0.0299737	0.0603454	0.0265674	0.000429233	0.0570324	0.00156081	0.00113368	0.0233038	0.0276866	0.030297	0.00541856	0.142214	0.00539311	0.0752985	0.0143727	0.0515497	0.000980196	0.0192412	0.0282968	0.00336858	0.0818927	0.058607	0.8966842	1.103316	0.198749	0.454759	0.782049	1.27869	2.19897	5.03147	1.168272	1.23044	0.0172474	0.0274809	0.00178597	0.02059	0.0107866	0.0185515	0.00247392	0.00931324	0.0060641	0.00128099	0.00986389	0.0033755	0.049572	0.0443285	0.000918367	0.00396003	0.00614615	0.000404137	0.00741227	0.0309467	0.00994268	0.00656515	0.00148533	0.00428008	0.00181724	0.00275029	0.00430977	0.0194479	0.0146259	0.00695644	0.00233834	0.0100275	0.00234491	0.0058565	0.00543073	0.00894639	0.0221814	0.0305136	0.0480928	0.039936	0.00382399	0.0405178	0.0350394	0.0161794	0.000663058	0.0271623	0.0306662	0.0131005	0.0263748	0.0116117	0.000187602	0.0249268	0.000682176	0.000495492	0.0101853	0.0121008	0.0132418	0.00236826	0.0621566	0.00235713	0.0329103	0.00628181	0.0225305	0.000428409	0.00840963	0.0123675	0.00147229	0.0357924	0.025615	0.281982	0.718018	0.2819817	2.287993
6912	-647.0386	-753.9417	106.9031	0.00288391	0.0522279	0.00406138	0.0531897	0.0199017	0.00477869	0.0204721	0.00187064	0.0242691	0.0595337	0.0132636	0.0199377	0.0606206	0.161681	0.00498528	0.00559775	0.00181713	0.00454427	0.0101407	0.00713296	0.00874379	0.0103714	0.0192935	0.0353334	0.00635338	0.00911472	0.00601063	0.0496347	0.00921548	0.012717	0.000160849	0.0119341	0.004192	0.00306846	0.00448939	0.0219772	0.0310749	0.0816947	0.0985405	0.00274641	0.000915937	0.1195	0.0100945	0.0297999	0.0816564	0.066561	0.0135859	0.0269563	0.0407025	0.082788	0.0447629	0.0397685	0.0221663	0.095546	0.0594201	0.0263985	0.0445607	0.0740641	0.00219528	0.0448212	0.00471393	0.000570367	0.049174	0.0687171	0.0148756	0.00293001	0.0546488	0.0415877	0.00316839	0.9014522	1.098548	0.161532	0.411022	0.757762	1.31968	2.43296	6.19074	1.318194	1.218642	0.00135635	0.0245637	0.00191014	0.025016	0.00936009	0.0022475	0.00962838	0.000879792	0.0114142	0.0279997	0.00623809	0.00937703	0.0285109	0.0760414	0.00234466	0.00263271	0.000854624	0.00213725	0.00476936	0.00335475	0.00411235	0.00487783	0.00907404	0.0166179	0.0029881	0.00428681	0.0028269	0.023344	0.0043342	0.00598102	7.56498e-05	0.00561281	0.00197157	0.00144315	0.00211143	0.0103362	0.014615	0.0384224	0.0463452	0.00129168	0.00043078	0.056203	0.00474759	0.0140154	0.0384044	0.0313048	0.00638967	0.012678	0.019143	0.0389366	0.0210528	0.0187038	0.0104252	0.0449369	0.0279463	0.0124157	0.0209577	0.0348336	0.00103248	0.0210801	0.00221704	0.000268253	0.0231274	0.0323188	0.00699627	0.00137803	0.0257022	0.0195594	0.00149015	0.300103	0.699897	0.3001025	2.126227
6948	-647.1483	-755.1726	108.0242	0.00531171	0.0188675	0.00094611	0.00263676	0.0714016	0.0163061	0.0211507	0.00269977	0.0082769	0.0130681	0.0200846	0.00757769	0.0528361	0.0711848	0.00099177	0.00521911	8.29941e-05	0.00447989	0.00534318	0.0223123	0.015862	0.00599801	0.00142663	0.00480329	0.00262151	0.000905724	0.00105378	0.0179133	0.00574252	0.0141316	0.00438288	0.00154265	0.00357814	0.0181403	0.00601873	0.00416168	0.0275327	0.0447257	0.0344798	0.0106887	0.0122479	0.0367606	0.000395296	0.00721692	0.00537084	0.0334417	0.00456536	0.0242364	0.005975	0.0483076	0.0039193	0.0169802	0.00508635	0.0160396	0.0177334	0.00347248	0.0139288	0.0142883	0.0142544	0.03155	0.00861852	0.00305581	0.00925114	0.0105108	0.00473024	0.00218401	0.0482379	0.00684794	0.00346814	1.004773	0.9952271	0.0704568	0.274239	0.667893	1.49725	3.64645	14.1931	1.918125	0.9904995	0.00536991	0.0190742	0.000956476	0.00266565	0.0721839	0.0164847	0.0213824	0.00272935	0.00836759	0.0132112	0.0203047	0.00766071	0.053415	0.0719647	0.00100264	0.00527629	8.39035e-05	0.00452898	0.00540172	0.0225568	0.0160358	0.00606373	0.00144226	0.00485591	0.00265023	0.000915648	0.00106532	0.0181095	0.00580544	0.0142865	0.0044309	0.00155955	0.00361734	0.018339	0.00608467	0.00420728	0.0278344	0.0452157	0.0348576	0.0108058	0.0123821	0.0371634	0.000399627	0.007296	0.00542968	0.0338081	0.00461538	0.024502	0.00604047	0.0488369	0.00396224	0.0171662	0.00514208	0.0162153	0.0179277	0.00351053	0.0140814	0.0144449	0.0144105	0.0318957	0.00871295	0.00308929	0.0093525	0.010626	0.00478207	0.00220794	0.0487664	0.00692297	0.00350614	0.279585	0.720415	0.2795853	0.9891622
